"ORGÃO SUPERIOR DESTINATÁRIO";"ÓRGÃO DESTINATÁRIO";"FORNECEDOR";"CNPJ DO FORNECEDOR";"MUNICÍPIO DO FORNECEDOR";"CHAVE DA NF-E";"VALOR DA NOTA (R$)";"DATA DA EMISSÃO";"NÚMERO";"SÉRIE";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240218355397000108550020002629571199879809";"60.000,00";"14/02/2024";"262957";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240318355397000108550020002674331183106837";"60.000,00";"05/03/2024";"267433";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240318355397000108550020002683471182397743";"60.000,00";"08/03/2024";"268347";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240318355397000108550020002679131475553544";"60.000,00";"07/03/2024";"267913";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240318355397000108550020002706391119973823";"60.000,00";"19/03/2024";"270639";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240318355397000108550020002705831105691092";"60.000,00";"19/03/2024";"270583";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240318355397000108550020002728401113461201";"60.000,00";"28/03/2024";"272840";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240318355397000108550020002728271102837904";"60.000,00";"28/03/2024";"272827";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240418355397000108550020002735181580691173";"60.000,00";"01/04/2024";"273518";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240418355397000108550020002759811210929587";"60.000,00";"10/04/2024";"275981";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240418355397000108550020002798311188759166";"60.000,00";"25/04/2024";"279831";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240418355397000108550020002806941188640136";"60.000,00";"30/04/2024";"280694";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240518355397000108550020002817331456770569";"60.000,00";"03/05/2024";"281733";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240518355397000108550020002821801705793780";"60.000,00";"06/05/2024";"282180";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240518355397000108550020002839331183106830";"60.000,00";"13/05/2024";"283933";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240518355397000108550020002845201112832452";"60.000,00";"14/05/2024";"284520";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240718355397000108550020002998631363156870";"60.000,00";"11/07/2024";"299863";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240718355397000108550020003007061114440521";"60.000,00";"15/07/2024";"300706";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240818355397000108550020003078721461203575";"60.000,00";"12/08/2024";"307872";"2";
"Sem informação";"Sem informação";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240818355397000108550020003099271156529208";"60.000,00";"20/08/2024";"309927";"2";
"Sem informação";"Sem informação";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240818355397000108550020003099181891080061";"60.000,00";"20/08/2024";"309918";"2";
"Sem informação";"Sem informação";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240818355397000108550020003099281345345489";"60.000,00";"20/08/2024";"309928";"2";
"Sem informação";"Sem informação";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240818355397000108550020003099241110515296";"60.000,00";"20/08/2024";"309924";"2";
"Sem informação";"Sem informação";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240818355397000108550020003099211143335325";"60.000,00";"20/08/2024";"309921";"2";
"Sem informação";"Sem informação";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240818355397000108550020003106281131023614";"60.000,00";"22/08/2024";"310628";"2";
"Sem informação";"Sem informação";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240818355397000108550020003102721143723752";"60.000,00";"21/08/2024";"310272";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240818355397000108550020003123661170985000";"60.000,00";"28/08/2024";"312366";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240918355397000108550020003149561116394731";"60.000,00";"06/09/2024";"314956";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240918355397000108550020003158131187032060";"60.000,00";"10/09/2024";"315813";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240918355397000108550020003165791178109552";"60.000,00";"13/09/2024";"316579";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240918355397000108550020003192081805484521";"60.000,00";"24/09/2024";"319208";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241018355397000108550020003212811190058329";"60.000,00";"01/10/2024";"321281";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241018355397000108550020003292061126562358";"60.000,00";"28/10/2024";"329206";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241118355397000108550020003316261907160746";"60.000,00";"06/11/2024";"331626";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241118355397000108550020003345211956498137";"60.000,00";"18/11/2024";"334521";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241118355397000108550020003353151104272903";"60.000,00";"21/11/2024";"335315";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241218355397000108550020003392171200787448";"60.000,00";"05/12/2024";"339217";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241218355397000108550020003395531208975378";"60.000,00";"06/12/2024";"339553";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241218355397000108550020003414191179544556";"60.000,00";"16/12/2024";"341419";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241218355397000108550020003419381688486735";"60.000,00";"16/12/2024";"341938";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241218355397000108550020003426011151358856";"60.000,00";"18/12/2024";"342601";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241218355397000108550020003427111118365751";"60.000,00";"19/12/2024";"342711";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241218355397000108550020003425541156356124";"60.000,00";"18/12/2024";"342554";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241218355397000108550020003432251106416995";"60.000,00";"20/12/2024";"343225";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35241218355397000108550020003451911199153891";"60.000,00";"30/12/2024";"345191";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35250218355397000108550020003548861159804430";"60.000,00";"04/02/2025";"354886";"2";
"Ministério da Educação";"Fundação Universidade Federal de Sergipe";"SANTIAGO E CINTRA IMPORTACAO E EXPORTACAO LTDA";"51.536.795/0006-00";"RIBEIRAO PRETO";"35231251536795000600550010000336961262849048";"60.390,00";"13/12/2023";"33696";"1";
"Ministério dos Transportes";"Departamento Nacional de Infraestrutura de Transportes";"RIBEL COMERCIO DE PRODUTOS, EQUIPAMENTOS E SERVICOS LTDA- ME";"04.532.782/0001-60";"SAO PAULO";"35220104532782000160550010000005361250910468";"60.453,00";"24/01/2022";"536";"1";
"Ministério da Educação";"Instituto Federal de Rondônia";"FUNDACAO ARTHUR BERNARDES - ADM";"20.320.503/0001-51";"VICOSA";"31241220320503000151550020000139871663048587";"61.240,00";"02/12/2024";"13987";"2";
"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"MARCOS VINICIUS COBO LIMA";"08.039.382/0001-79";"UBERABA";"31211008039382000179550010000055011007698122";"61.321,00";"21/10/2021";"5501";"1";
"Ministério da Educação";"Universidade Federal do Rio de Janeiro";"MODELISMOBH ASSISTENCIA TECNICA LTDA - EPP (MATRIZ)";"24.464.211/0001-43";"BELO HORIZONTE";"31230724464211000143550010000027321774936893";"61.889,06";"06/07/2023";"2732";"1";
"Ministério da Educação";"Universidade Federal do Rio de Janeiro";"MODELISMOBH ASSISTENCIA TECNICA LTDA - EPP (MATRIZ)";"24.464.211/0001-43";"BELO HORIZONTE";"31230724464211000143550010000027271295879318";"61.889,06";"04/07/2023";"2727";"1";
"Ministério da Educação";"Universidade Federal do Rio de Janeiro";"MODELISMOBH ASSISTENCIA TECNICA LTDA - EPP (MATRIZ)";"24.464.211/0001-43";"BELO HORIZONTE";"31230724464211000143550010000027381311732162";"61.889,06";"07/07/2023";"2738";"1";
"Ministério dos Povos Indígenas";"Fundação Nacional do Índio";"JIRAU ENERGIA S.A.";"09.029.666/0004-90";"PORTO VELHO";"11231209029666000490550010000233281100519910";"62.230,00";"11/12/2023";"23328";"1";
"Ministério dos Povos Indígenas";"Fundação Nacional do Índio";"JIRAU ENERGIA S.A.";"09.029.666/0004-90";"PORTO VELHO";"11231209029666000490550010000233271100519891";"62.230,00";"11/12/2023";"23327";"1";
"Ministério dos Povos Indígenas";"Fundação Nacional do Índio";"JIRAU ENERGIA S.A.";"09.029.666/0004-90";"PORTO VELHO";"11240509029666000490550010000238461100557010";"62.230,00";"23/05/2024";"23846";"1";
"Ministério dos Povos Indígenas";"Fundação Nacional do Índio";"JIRAU ENERGIA S.A.";"09.029.666/0004-90";"PORTO VELHO";"11240509029666000490550010000238421100556901";"62.232,00";"22/05/2024";"23842";"1";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240318355397000108550020002696501102740744";"63.205,65";"14/03/2024";"269650";"2";
"Ministério da Educação";"Instituto Federal de Rondônia";"FUNDACAO ARTHUR BERNARDES - ADM";"20.320.503/0001-51";"VICOSA";"31230420320503000151550020000086361406825726";"63.650,94";"20/04/2023";"8636";"2";
"Ministério da Educação";"Instituto Federal de Rondônia";"FUNDACAO ARTHUR BERNARDES - ADM";"20.320.503/0001-51";"VICOSA";"31230520320503000151550020000089341381366761";"63.650,94";"25/05/2023";"8934";"2";
"Ministério da Defesa";"Comando do Exército";"SANTIAGO E CINTRA IMPORTACAO E EXPORTACAO LTDA";"51.536.795/0006-00";"RIBEIRAO PRETO";"35240651536795000600550010000361171245186482";"63.800,00";"25/06/2024";"36117";"1";
"Ministério da Educação";"Instituto Federal Baiano";"3S SECURITY TECNOLOGIA SEGURANCA E SERVICOS LTDA";"19.140.331/0001-55";"LONDRINA";"41220819140331000155550010000005501318450306";"64.884,00";"02/08/2022";"550";"1";
"Ministério da Educação";"Instituto Federal Baiano";"3S SECURITY TECNOLOGIA SEGURANCA E SERVICOS LTDA";"19.140.331/0001-55";"LONDRINA";"41220819140331000155550010000005511346659947";"64.884,00";"03/08/2022";"551";"1";
"Ministério da Defesa";"Comando do Exército";"SANTIAGO E CINTRA IMPORTACAO E EXPORTACAO LTDA";"51.536.795/0006-00";"RIBEIRAO PRETO";"35240851536795000600550010000367391329042209";"64.900,00";"02/08/2024";"36739";"1";
"Ministério do Desenvolvimento Agrário e Agricultura Familiar";"Instituto Nacional de Colonização e Reforma Agrária";"SANTIAGO E CINTRA IMPORTACAO E EXPORTACAO LTDA";"51.536.795/0006-00";"RIBEIRAO PRETO";"35240851536795000600550010000368131306596665";"64.900,00";"09/08/2024";"36813";"1";
"Ministério das Comunicações";"Agêncial Nacional de Telecomunicações";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35231018355397000108550020002380471214318790";"65.000,00";"19/10/2023";"238047";"2";
"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"IMPERIO DISTRIBUIDORA LTDA";"42.763.507/0001-47";"GOIANIA";"52241042763507000147550010000000021285808810";"66.000,00";"08/10/2024";"2";"1";
"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"REANUDACION INFORMATICA TELECOMUNICACOES EIRELI";"34.069.697/0001-79";"BRASILIA";"53240834069697000179550010000000941262828310";"66.080,82";"28/08/2024";"94";"1";
"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"REANUDACION INFORMATICA TELECOMUNICACOES EIRELI";"34.069.697/0001-79";"BRASILIA";"53240934069697000179550010000000971263007633";"66.080,82";"03/09/2024";"97";"1";
"Ministério da Defesa";"Comando do Exército";"PATRICK TRINTINAGLIA MOTTA ME";"17.791.343/0001-14";"BRASILIA";"53220917791343000114550010000004031100003041";"66.878,80";"01/09/2022";"403";"1";
"Ministério da Educação";"Universidade Federal de Santa Maria";"DRONES SUL COMERCIO DE EQUIPAMENTOS LTDA";"21.788.197/0001-45";"PASSO FUNDO";"43241021788197000145550010000006071053083650";"69.900,00";"24/10/2024";"607";"1";
"Ministério da Educação";"Instituto Federal do Mato Grosso do Sul";"TOPSELLER 7 BRASIL LTDA";"41.068.389/0001-94";"CAMPINAS";"35220241068389000194550010000001631092000024";"69.997,00";"08/02/2022";"163";"1";
"Ministério da Educação";"Universidade Federal do Recôncavo da Bahia";"TOPSELLER 7 BRASIL LTDA";"41.068.389/0001-94";"CAMPINAS";"35220241068389000194550010000001621092000027";"69.997,00";"08/02/2022";"162";"1";
"Ministério da Educação";"Instituto Federal de Santa Catarina";"TOPSELLER 7 BRASIL LTDA";"41.068.389/0001-94";"CAMPINAS";"35220341068389000194550010000001901092000025";"69.997,00";"17/03/2022";"190";"1";
"Ministério da Educação";"Universidade Federal do Recôncavo da Bahia";"TOPSELLER 7 BRASIL LTDA";"41.068.389/0001-94";"CAMPINAS";"35220341068389000194550010000001911092000022";"69.997,00";"18/03/2022";"191";"1";
"Ministério da Educação";"Universidade Federal do Recôncavo da Bahia";"TOPSELLER 7 BRASIL LTDA";"41.068.389/0001-94";"CAMPINAS";"35220341068389000194550010000001921092000020";"69.997,00";"18/03/2022";"192";"1";
"Sem informação";"Sem informação";"CONDOR S/A INDUSTRIA QUIMICA";"30.092.431/0001-96";"NOVA IGUACU";"33220730092431000196550010000295321333074074";"70.000,00";"26/07/2022";"29532";"1";
"Sem informação";"Sem informação";"CONDOR S/A INDUSTRIA QUIMICA";"30.092.431/0001-96";"NOVA IGUACU";"33220730092431000196550010000295291791458728";"70.000,00";"26/07/2022";"29529";"1";
"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"LAF SILVA ALUGUEL DE EQUIPAMENTOS";"44.222.366/0001-80";"RIO DE JANEIRO";"33231144222366000180550010000000061741433221";"70.000,00";"06/11/2023";"6";"1";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Chico Mendes de Conservação da Biodiversidade";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"08.829.974/0002-75";"BRASILIA";"53240108829974000275559000000000061001076271";"71.137,17";"17/01/2024";"6";"900";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Chico Mendes de Conservação da Biodiversidade";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"08.829.974/0002-75";"BRASILIA";"53240108829974000275559000000000061001076271";"71.137,17";"17/01/2024";"6";"900";
